num,dyad,id,time,RM,party,timecontrast1_pre_post,timecontrast2_pre_followup,timecontrast3_post_pre,timecontrast4_post_followup,timecontrast5_followup_pre,timecontrast6_followup_post,IH,affiliation_C
823,2023,337,1,4,1,0,0,1,0,1,0,4.5,0.0517
824,2023,337,2,5,1,1,0,0,0,0,1,4.5,0.0517
825,2023,337,3,6,1,0,1,0,1,0,0, ,0.0517
826,2072,186,1,1,-1,0,0,1,0,1,0,5,0.0517
827,2072,186,2,2,-1,1,0,0,0,0,1,5,0.0517
828,2072,186,3,3,-1,0,1,0,1,0,0, ,0.0517
829,2072,853,1,4,1,0,0,1,0,1,0,5,0.5517
830,2072,853,2,5,1,1,0,0,0,0,1,7,0.5517
831,2072,853,3,6,1,0,1,0,1,0,0, ,0.5517
832,2093,790,1,1,-1,0,0,1,0,1,0,6,-0.1983
833,2093,790,2,2,-1,1,0,0,0,0,1,6,-0.1983
834,2093,790,3,3,-1,0,1,0,1,0,0, ,-0.1983
835,2093,664,1,4,1,0,0,1,0,1,0,4.5,0.3017
836,2093,664,2,5,1,1,0,0,0,0,1,5.5,0.3017
837,2093,664,3,6,1,0,1,0,1,0,0, ,0.3017
838,2094,260,1,1,-1,0,0,1,0,1,0,6.5,0.5517
839,2094,260,2,2,-1,1,0,0,0,0,1,7,0.5517
840,2094,260,3,3,-1,0,1,0,1,0,0,6.5,0.5517
841,2094,741,1,4,1,0,0,1,0,1,0,6,0.218366667
842,2094,741,2,5,1,1,0,0,0,0,1,6.5,0.218366667
843,2094,741,3,6,1,0,1,0,1,0,0,6,0.218366667
844,2099,59,1,1,-1,0,0,1,0,1,0,6,-0.4483
845,2099,59,2,2,-1,1,0,0,0,0,1,6,-0.4483
846,2099,59,3,3,-1,0,1,0,1,0,0, ,-0.4483
847,2099,149,1,4,1,0,0,1,0,1,0,4.5,0.5517
848,2099,149,2,5,1,1,0,0,0,0,1,4,0.5517
849,2099,149,3,6,1,0,1,0,1,0,0, ,0.5517
850,2104,626,1,1,-1,0,0,1,0,1,0,2,-0.4483
851,2104,626,2,2,-1,1,0,0,0,0,1,4.5,-0.4483
852,2104,626,3,3,-1,0,1,0,1,0,0,2.5,-0.4483
853,2104,141,1,4,1,0,0,1,0,1,0,6,0.0517
854,2104,141,2,5,1,1,0,0,0,0,1,7,0.0517
855,2104,141,3,6,1,0,1,0,1,0,0,7,0.0517
856,2119,478,1,1,-1,0,0,1,0,1,0,5,-0.4483
857,2119,478,2,2,-1,1,0,0,0,0,1,5.5,-0.4483
858,2119,478,3,3,-1,0,1,0,1,0,0,5,-0.4483
859,2119,901,1,4,1,0,0,1,0,1,0,5.5,-0.4483
860,2119,901,2,5,1,1,0,0,0,0,1,6,-0.4483
861,2119,901,3,6,1,0,1,0,1,0,0,4,-0.4483
862,2121,738,1,1,-1,0,0,1,0,1,0,5.5,-0.6983
863,2121,738,2,2,-1,1,0,0,0,0,1,5.5,-0.6983
864,2121,738,3,3,-1,0,1,0,1,0,0,6,-0.6983
865,2121,632,1,4,1,0,0,1,0,1,0,6,-2.4483
866,2121,632,2,5,1,1,0,0,0,0,1,5,-2.4483
867,2121,632,3,6,1,0,1,0,1,0,0, ,-2.4483
868,2136,719,1,1,-1,0,0,1,0,1,0,4.5,0.5517
869,2136,719,2,2,-1,1,0,0,0,0,1,5,0.5517
870,2136,719,3,3,-1,0,1,0,1,0,0, ,0.5517
871,2136,726,1,4,1,0,0,1,0,1,0,6.5,-0.4483
872,2136,726,2,5,1,1,0,0,0,0,1,6.5,-0.4483
873,2136,726,3,6,1,0,1,0,1,0,0, ,-0.4483
874,2146,360,1,1,-1,0,0,1,0,1,0,6,0.5517
875,2146,360,2,2,-1,1,0,0,0,0,1,6,0.5517
876,2146,360,3,3,-1,0,1,0,1,0,0,4.5,0.5517
877,2146,829,1,4,1,0,0,1,0,1,0,7,-0.9483
878,2146,829,2,5,1,1,0,0,0,0,1,7,-0.9483
879,2146,829,3,6,1,0,1,0,1,0,0,4,-0.9483
880,2209,615,1,1,-1,0,0,1,0,1,0,7,0.5517
881,2209,615,2,2,-1,1,0,0,0,0,1,7,0.5517
882,2209,615,3,3,-1,0,1,0,1,0,0,6,0.5517
883,2209,317,1,4,1,0,0,1,0,1,0,6,0.5517
884,2209,317,2,5,1,1,0,0,0,0,1,7,0.5517
885,2209,317,3,6,1,0,1,0,1,0,0, ,0.5517
886,2210,788,1,1,-1,0,0,1,0,1,0,6,0.5517
887,2210,788,2,2,-1,1,0,0,0,0,1,6.5,0.5517
888,2210,788,3,3,-1,0,1,0,1,0,0, ,0.5517
889,2210,774,1,4,1,0,0,1,0,1,0,5,0.5517
890,2210,774,2,5,1,1,0,0,0,0,1,7,0.5517
891,2210,774,3,6,1,0,1,0,1,0,0, ,0.5517
892,2216,560,1,1,-1,0,0,1,0,1,0,2,0.5517
893,2216,560,2,2,-1,1,0,0,0,0,1,2.5,0.5517
894,2216,560,3,3,-1,0,1,0,1,0,0, ,0.5517
895,2216,816,1,4,1,0,0,1,0,1,0,3.5,0.5517
896,2216,816,2,5,1,1,0,0,0,0,1,3.5,0.5517
897,2216,816,3,6,1,0,1,0,1,0,0, ,0.5517
898,2221,584,1,1,-1,0,0,1,0,1,0,6.5,0.5517
899,2221,584,2,2,-1,1,0,0,0,0,1,7,0.5517
900,2221,584,3,3,-1,0,1,0,1,0,0,7,0.5517
901,2221,190,1,4,1,0,0,1,0,1,0,5.5,-0.1983
902,2221,190,2,5,1,1,0,0,0,0,1,5.5,-0.1983
903,2221,190,3,6,1,0,1,0,1,0,0,4.5,-0.1983
904,2223,102,1,1,-1,0,0,1,0,1,0,5.5,-0.1983
905,2223,102,2,2,-1,1,0,0,0,0,1,6,-0.1983
906,2223,102,3,3,-1,0,1,0,1,0,0, ,-0.1983
907,2223,165,1,4,1,0,0,1,0,1,0,5.5,-0.6983
908,2223,165,2,5,1,1,0,0,0,0,1,7,-0.6983
909,2223,165,3,6,1,0,1,0,1,0,0, ,-0.6983
910,2243,885,1,1,-1,0,0,1,0,1,0,6.5,-1.9483
911,2243,885,2,2,-1,1,0,0,0,0,1,6.5,-1.9483
912,2243,885,3,3,-1,0,1,0,1,0,0, ,-1.9483
913,2243,39,1,4,1,0,0,1,0,1,0,5,-0.114966667
914,2243,39,2,5,1,1,0,0,0,0,1,7,-0.114966667
915,2243,39,3,6,1,0,1,0,1,0,0, ,-0.114966667
916,2254,489,1,1,-1,0,0,1,0,1,0,6,0.5517
917,2254,489,2,2,-1,1,0,0,0,0,1,7,0.5517
918,2254,489,3,3,-1,0,1,0,1,0,0, ,0.5517
919,2254,181,1,4,1,0,0,1,0,1,0,6,0.5517
920,2254,181,2,5,1,1,0,0,0,0,1,6.5,0.5517
921,2254,181,3,6,1,0,1,0,1,0,0, ,0.5517
922,2266,441,1,1,-1,0,0,1,0,1,0,6.5,-0.1983
923,2266,441,2,2,-1,1,0,0,0,0,1,6.5,-0.1983
924,2266,441,3,3,-1,0,1,0,1,0,0, ,-0.1983
925,2266,179,1,4,1,0,0,1,0,1,0,6.5,-0.9483
926,2266,179,2,5,1,1,0,0,0,0,1,6,-0.9483
927,2266,179,3,6,1,0,1,0,1,0,0, ,-0.9483
928,2275,701,1,1,-1,0,0,1,0,1,0,5.5,-0.1983
929,2275,701,2,2,-1,1,0,0,0,0,1,6,-0.1983
930,2275,701,3,3,-1,0,1,0,1,0,0, ,-0.1983
931,2275,399,1,4,1,0,0,1,0,1,0,6,0.5517
932,2275,399,2,5,1,1,0,0,0,0,1,6.5,0.5517
933,2275,399,3,6,1,0,1,0,1,0,0, ,0.5517
934,2299,315,1,1,-1,0,0,1,0,1,0,4,-0.4483
935,2299,315,2,2,-1,1,0,0,0,0,1,4,-0.4483
936,2299,315,3,3,-1,0,1,0,1,0,0, ,-0.4483
937,2299,467,1,4,1,0,0,1,0,1,0,6,-0.1983
938,2299,467,2,5,1,1,0,0,0,0,1,5.5,-0.1983
939,2299,467,3,6,1,0,1,0,1,0,0, ,-0.1983
940,2323,728,1,1,-1,0,0,1,0,1,0,5.5,0.218366667
941,2323,728,2,2,-1,1,0,0,0,0,1,7,0.218366667
942,2323,728,3,3,-1,0,1,0,1,0,0, ,0.218366667
943,2323,439,1,4,1,0,0,1,0,1,0,6,0.5517
944,2323,439,2,5,1,1,0,0,0,0,1,7,0.5517
945,2323,439,3,6,1,0,1,0,1,0,0, ,0.5517
946,2326,63,1,1,-1,0,0,1,0,1,0,5.5,0.5517
947,2326,63,2,2,-1,1,0,0,0,0,1,6,0.5517
948,2326,63,3,3,-1,0,1,0,1,0,0, ,0.5517
949,2326,520,1,4,1,0,0,1,0,1,0,6,0.5517
950,2326,520,2,5,1,1,0,0,0,0,1,7,0.5517
951,2326,520,3,6,1,0,1,0,1,0,0, ,0.5517
952,2331,675,1,1,-1,0,0,1,0,1,0,4,0.5517
953,2331,675,2,2,-1,1,0,0,0,0,1,7,0.5517
954,2331,675,3,3,-1,0,1,0,1,0,0, ,0.5517
955,2331,533,1,4,1,0,0,1,0,1,0,3.5,-0.9483
956,2331,533,2,5,1,1,0,0,0,0,1,5.5,-0.9483
957,2331,533,3,6,1,0,1,0,1,0,0, ,-0.9483
958,2337,26,1,1,-1,0,0,1,0,1,0,6,-1.114966667
959,2337,26,2,2,-1,1,0,0,0,0,1,6,-1.114966667
960,2337,26,3,3,-1,0,1,0,1,0,0, ,-1.114966667
961,2337,343,1,4,1,0,0,1,0,1,0,6.5,-0.1983
962,2337,343,2,5,1,1,0,0,0,0,1, ,-0.1983
963,2337,343,3,6,1,0,1,0,1,0,0, ,-0.1983
964,2374,426,1,1,-1,0,0,1,0,1,0,5.5,-0.1983
965,2374,426,2,2,-1,1,0,0,0,0,1,6,-0.1983
966,2374,426,3,3,-1,0,1,0,1,0,0, ,-0.1983
967,2374,300,1,4,1,0,0,1,0,1,0,4.5,-0.1983
968,2374,300,2,5,1,1,0,0,0,0,1,6,-0.1983
969,2374,300,3,6,1,0,1,0,1,0,0,4.5,-0.1983
970,2389,707,1,1,-1,0,0,1,0,1,0,3.5,-0.4483
971,2389,707,2,2,-1,1,0,0,0,0,1,5.5,-0.4483
972,2389,707,3,3,-1,0,1,0,1,0,0,5,-0.4483
973,2389,510,1,4,1,0,0,1,0,1,0,6,0.0517
974,2389,510,2,5,1,1,0,0,0,0,1,6.5,0.0517
975,2389,510,3,6,1,0,1,0,1,0,0,6,0.0517
976,2402,900,1,1,-1,0,0,1,0,1,0,5,0.0517
977,2402,900,2,2,-1,1,0,0,0,0,1,6,0.0517
978,2402,900,3,3,-1,0,1,0,1,0,0, ,0.0517
979,2402,892,1,4,1,0,0,1,0,1,0,4.5,-0.4483
980,2402,892,2,5,1,1,0,0,0,0,1, ,-0.4483
981,2402,892,3,6,1,0,1,0,1,0,0, ,-0.4483
982,2408,753,1,1,-1,0,0,1,0,1,0,4,0.5517
983,2408,753,2,2,-1,1,0,0,0,0,1,7,0.5517
984,2408,753,3,3,-1,0,1,0,1,0,0, ,0.5517
985,2408,784,1,4,1,0,0,1,0,1,0,5.5,0.0517
986,2408,784,2,5,1,1,0,0,0,0,1,7,0.0517
987,2408,784,3,6,1,0,1,0,1,0,0,7,0.0517
988,2453,436,1,4,1,0,0,1,0,1,0,6,0.3017
989,2453,436,2,5,1,1,0,0,0,0,1,5.5,0.3017
990,2453,436,3,6,1,0,1,0,1,0,0, ,0.3017
991,2468,789,1,1,-1,0,0,1,0,1,0,6,0.3017
992,2468,789,2,2,-1,1,0,0,0,0,1,1.5,0.3017
993,2468,789,3,3,-1,0,1,0,1,0,0,6.5,0.3017
994,2468,563,1,4,1,0,0,1,0,1,0,5,0.5517
995,2468,563,2,5,1,1,0,0,0,0,1,6,0.5517
996,2468,563,3,6,1,0,1,0,1,0,0,5.5,0.5517
997,2479,928,1,1,-1,0,0,1,0,1,0,6,0.3017
998,2479,928,2,2,-1,1,0,0,0,0,1,7,0.3017
999,2479,928,3,3,-1,0,1,0,1,0,0, ,0.3017
1000,2479,52,1,4,1,0,0,1,0,1,0,6,-0.4483
1001,2479,52,2,5,1,1,0,0,0,0,1,6.5,-0.4483
1002,2479,52,3,6,1,0,1,0,1,0,0, ,-0.4483
1003,2492,783,1,1,-1,0,0,1,0,1,0,4.5,-1.6983
1004,2492,783,2,2,-1,1,0,0,0,0,1,3,-1.6983
1005,2492,783,3,3,-1,0,1,0,1,0,0,4,-1.6983
1006,2492,549,1,4,1,0,0,1,0,1,0,7,0.5517
1007,2492,549,2,5,1,1,0,0,0,0,1,7,0.5517
1008,2492,549,3,6,1,0,1,0,1,0,0,6,0.5517
1009,2509,527,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1010,2509,527,2,2,-1,1,0,0,0,0,1,5,0.5517
1011,2509,527,3,3,-1,0,1,0,1,0,0, ,0.5517
1012,2509,813,1,4,1,0,0,1,0,1,0,5.5,0.5517
1013,2509,813,2,5,1,1,0,0,0,0,1,5,0.5517
1014,2509,813,3,6,1,0,1,0,1,0,0, ,0.5517
1015,2522,147,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1016,2522,147,2,2,-1,1,0,0,0,0,1,7,0.5517
1017,2522,147,3,3,-1,0,1,0,1,0,0, ,0.5517
1018,2522,733,1,4,1,0,0,1,0,1,0,5,0.5517
1019,2522,733,2,5,1,1,0,0,0,0,1,6,0.5517
1020,2522,733,3,6,1,0,1,0,1,0,0, ,0.5517
1021,2537,298,1,1,-1,0,0,1,0,1,0,3,0.5517
1022,2537,298,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1023,2537,298,3,3,-1,0,1,0,1,0,0,6,0.5517
1024,2537,581,1,4,1,0,0,1,0,1,0,6.5,0.5517
1025,2537,581,2,5,1,1,0,0,0,0,1,6.5,0.5517
1026,2537,581,3,6,1,0,1,0,1,0,0,6.5,0.5517
1027,2543,716,1,1,-1,0,0,1,0,1,0,4,0.5517
1028,2543,716,2,2,-1,1,0,0,0,0,1,6,0.5517
1029,2543,716,3,3,-1,0,1,0,1,0,0, ,0.5517
1030,2543,164,1,4,1,0,0,1,0,1,0,4,-0.4483
1031,2543,164,2,5,1,1,0,0,0,0,1,5,-0.4483
1032,2543,164,3,6,1,0,1,0,1,0,0, ,-0.4483
1033,2544,576,1,1,-1,0,0,1,0,1,0,6,0.3017
1034,2544,576,2,2,-1,1,0,0,0,0,1,6,0.3017
1035,2544,576,3,3,-1,0,1,0,1,0,0, ,0.3017
1036,2544,258,1,4,1,0,0,1,0,1,0,6.5,0.5517
1037,2544,258,2,5,1,1,0,0,0,0,1,7,0.5517
1038,2544,258,3,6,1,0,1,0,1,0,0, ,0.5517
1039,2563,54,1,1,-1,0,0,1,0,1,0,5,-1.1983
1040,2563,54,2,2,-1,1,0,0,0,0,1,4,-1.1983
1041,2563,54,3,3,-1,0,1,0,1,0,0, ,-1.1983
1042,2563,805,1,4,1,0,0,1,0,1,0,5,-0.4483
1043,2563,805,2,5,1,1,0,0,0,0,1,6,-0.4483
1044,2563,805,3,6,1,0,1,0,1,0,0, ,-0.4483
1045,2564,170,1,1,-1,0,0,1,0,1,0,5.5,-0.4483
1046,2564,170,2,2,-1,1,0,0,0,0,1,5,-0.4483
1047,2564,170,3,3,-1,0,1,0,1,0,0,5,-0.4483
1048,2564,239,1,4,1,0,0,1,0,1,0,6,-0.4483
1049,2564,239,2,5,1,1,0,0,0,0,1,6,-0.4483
1050,2564,239,3,6,1,0,1,0,1,0,0,6.5,-0.4483
1051,2581,502,1,1,-1,0,0,1,0,1,0,6.5,-0.9483
1052,2581,502,2,2,-1,1,0,0,0,0,1,6.5,-0.9483
1053,2581,502,3,3,-1,0,1,0,1,0,0, ,-0.9483
1054,2593,657,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1055,2593,657,2,2,-1,1,0,0,0,0,1,7,0.5517
1056,2593,657,3,3,-1,0,1,0,1,0,0,6,0.5517
1057,2593,347,1,4,1,0,0,1,0,1,0,3.5,0.5517
1058,2593,347,2,5,1,1,0,0,0,0,1,4.5,0.5517
1059,2593,347,3,6,1,0,1,0,1,0,0,6,0.5517
1060,2620,304,1,1,-1,0,0,1,0,1,0,7,0.5517
1061,2620,304,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1062,2620,304,3,3,-1,0,1,0,1,0,0,6.5,0.5517
1063,2620,65,1,4,1,0,0,1,0,1,0,6,-0.4483
1064,2620,65,2,5,1,1,0,0,0,0,1,6.5,-0.4483
1065,2620,65,3,6,1,0,1,0,1,0,0,7,-0.4483
1066,2662,442,1,1,-1,0,0,1,0,1,0,5,-0.6983
1067,2662,442,2,2,-1,1,0,0,0,0,1,5.5,-0.6983
1068,2662,442,3,3,-1,0,1,0,1,0,0, ,-0.6983
1069,2662,454,1,4,1,0,0,1,0,1,0,5,-0.1983
1070,2662,454,2,5,1,1,0,0,0,0,1,6,-0.1983
1071,2662,454,3,6,1,0,1,0,1,0,0, ,-0.1983
1072,2663,878,1,1,-1,0,0,1,0,1,0,3.5,-1.1983
1073,2663,878,2,2,-1,1,0,0,0,0,1,6,-1.1983
1074,2663,878,3,3,-1,0,1,0,1,0,0, ,-1.1983
1075,2663,492,1,4,1,0,0,1,0,1,0,5.5,-0.4483
1076,2663,492,2,5,1,1,0,0,0,0,1,5.5,-0.4483
1077,2663,492,3,6,1,0,1,0,1,0,0, ,-0.4483
1078,2666,180,1,1,-1,0,0,1,0,1,0,4,0.0517
1079,2666,180,2,2,-1,1,0,0,0,0,1,4,0.0517
1080,2666,180,3,3,-1,0,1,0,1,0,0,5,0.0517
1081,2666,633,1,4,1,0,0,1,0,1,0,6.5,0.0517
1082,2666,633,2,5,1,1,0,0,0,0,1,4,0.0517
1083,2666,633,3,6,1,0,1,0,1,0,0,5.5,0.0517
1084,2670,211,1,1,-1,0,0,1,0,1,0,6,0.5517
1085,2670,211,2,2,-1,1,0,0,0,0,1,7,0.5517
1086,2670,211,3,3,-1,0,1,0,1,0,0, ,0.5517
1087,2670,846,1,4,1,0,0,1,0,1,0,5.5,0.3017
1088,2670,846,2,5,1,1,0,0,0,0,1,5.5,0.3017
1089,2670,846,3,6,1,0,1,0,1,0,0, ,0.3017
1090,2671,265,1,1,-1,0,0,1,0,1,0,6,0.3017
1091,2671,265,2,2,-1,1,0,0,0,0,1,6.5,0.3017
1092,2671,265,3,3,-1,0,1,0,1,0,0, ,0.3017
1093,2679,36,1,1,-1,0,0,1,0,1,0,3.5,-1.6983
1094,2679,36,2,2,-1,1,0,0,0,0,1,3,-1.6983
1095,2679,36,3,3,-1,0,1,0,1,0,0, ,-1.6983
1096,2683,887,1,1,-1,0,0,1,0,1,0,6,0.5517
1097,2683,887,2,2,-1,1,0,0,0,0,1,6,0.5517
1098,2683,887,3,3,-1,0,1,0,1,0,0,6,0.5517
1099,2683,930,1,4,1,0,0,1,0,1,0,6,0.5517
1100,2683,930,2,5,1,1,0,0,0,0,1,6.5,0.5517
1101,2683,930,3,6,1,0,1,0,1,0,0,6,0.5517
1102,2698,227,1,1,-1,0,0,1,0,1,0,6.5,0.0517
1103,2698,227,2,2,-1,1,0,0,0,0,1,6.5,0.0517
1104,2698,227,3,3,-1,0,1,0,1,0,0, ,0.0517
1105,2698,721,1,4,1,0,0,1,0,1,0,5.5,0.0517
1106,2698,721,2,5,1,1,0,0,0,0,1,6,0.0517
1107,2698,721,3,6,1,0,1,0,1,0,0, ,0.0517
1108,2731,406,1,1,-1,0,0,1,0,1,0,6,0.3017
1109,2731,406,2,2,-1,1,0,0,0,0,1,4,0.3017
1110,2731,406,3,3,-1,0,1,0,1,0,0, ,0.3017
1111,2731,277,1,4,1,0,0,1,0,1,0,6.5,0.0517
1112,2731,277,2,5,1,1,0,0,0,0,1,7,0.0517
1113,2731,277,3,6,1,0,1,0,1,0,0, ,0.0517
1114,2749,189,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1115,2749,189,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1116,2749,189,3,3,-1,0,1,0,1,0,0, ,0.5517
1117,2749,598,1,4,1,0,0,1,0,1,0,6,-0.1983
1118,2749,598,2,5,1,1,0,0,0,0,1,6.5,-0.1983
1119,2749,598,3,6,1,0,1,0,1,0,0, ,-0.1983
1120,2781,403,1,1,-1,0,0,1,0,1,0,6,0.5517
1121,2781,403,2,2,-1,1,0,0,0,0,1,6,0.5517
1122,2781,403,3,3,-1,0,1,0,1,0,0, ,0.5517
1123,2781,143,1,4,1,0,0,1,0,1,0,6.5,0.5517
1124,2781,143,2,5,1,1,0,0,0,0,1,6,0.5517
1125,2781,143,3,6,1,0,1,0,1,0,0, ,0.5517
1126,2832,909,1,1,-1,0,0,1,0,1,0,6,0.3017
1127,2832,909,2,2,-1,1,0,0,0,0,1,6,0.3017
1128,2832,909,3,3,-1,0,1,0,1,0,0,6,0.3017
1129,2832,407,1,4,1,0,0,1,0,1,0,5,-0.4483
1130,2832,407,2,5,1,1,0,0,0,0,1,6.5,-0.4483
1131,2832,407,3,6,1,0,1,0,1,0,0,7,-0.4483
1132,2844,767,1,1,-1,0,0,1,0,1,0,6,0.5517
1133,2844,767,2,2,-1,1,0,0,0,0,1,4,0.5517
1134,2844,767,3,3,-1,0,1,0,1,0,0,5.5,0.5517
1135,2844,384,1,4,1,0,0,1,0,1,0,6,0.5517
1136,2844,384,2,5,1,1,0,0,0,0,1,7,0.5517
1137,2844,384,3,6,1,0,1,0,1,0,0,7,0.5517
1138,2855,409,1,1,-1,0,0,1,0,1,0,3.5,-0.4483
1139,2855,409,2,2,-1,1,0,0,0,0,1,6,-0.4483
1140,2855,409,3,3,-1,0,1,0,1,0,0,4,-0.4483
1141,2855,464,1,4,1,0,0,1,0,1,0,7,0.3017
1142,2855,464,2,5,1,1,0,0,0,0,1,7,0.3017
1143,2855,464,3,6,1,0,1,0,1,0,0,6.5,0.3017
1144,2862,116,1,1,-1,0,0,1,0,1,0,5.5,-0.6983
1145,2862,116,2,2,-1,1,0,0,0,0,1,6,-0.6983
1146,2862,116,3,3,-1,0,1,0,1,0,0,5.5,-0.6983
1147,2862,447,1,4,1,0,0,1,0,1,0,6,0.3017
1148,2862,447,2,5,1,1,0,0,0,0,1,6.5,0.3017
1149,2862,447,3,6,1,0,1,0,1,0,0,6,0.3017
1150,2894,421,1,1,-1,0,0,1,0,1,0,6,0.0517
1151,2894,421,2,2,-1,1,0,0,0,0,1,6,0.0517
1152,2894,421,3,3,-1,0,1,0,1,0,0, ,0.0517
1153,2894,166,1,4,1,0,0,1,0,1,0,5,-0.1983
1154,2894,166,2,5,1,1,0,0,0,0,1,6.5,-0.1983
1155,2894,166,3,6,1,0,1,0,1,0,0, ,-0.1983
1156,2902,430,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1157,2902,430,2,2,-1,1,0,0,0,0,1,7,0.5517
1158,2902,430,3,3,-1,0,1,0,1,0,0,6.5,0.5517
1159,2902,876,1,4,1,0,0,1,0,1,0,5.5,0.5517
1160,2902,876,2,5,1,1,0,0,0,0,1,6,0.5517
1161,2902,876,3,6,1,0,1,0,1,0,0,6,0.5517
1162,2907,818,1,1,-1,0,0,1,0,1,0,6,-0.4483
1163,2907,818,2,2,-1,1,0,0,0,0,1,6,-0.4483
1164,2907,818,3,3,-1,0,1,0,1,0,0,6,-0.4483
1165,2907,132,1,4,1,0,0,1,0,1,0,6,0.0517
1166,2907,132,2,5,1,1,0,0,0,0,1,6,0.0517
1167,2907,132,3,6,1,0,1,0,1,0,0,6,0.0517
1168,2941,420,1,1,-1,0,0,1,0,1,0,6,-0.4483
1169,2941,420,2,2,-1,1,0,0,0,0,1,6,-0.4483
1170,2941,420,3,3,-1,0,1,0,1,0,0,7,-0.4483
1171,2941,158,1,4,1,0,0,1,0,1,0,1.5,-0.4483
1172,2941,158,2,5,1,1,0,0,0,0,1,6,-0.4483
1173,2941,158,3,6,1,0,1,0,1,0,0,4.5,-0.4483
1174,2954,495,1,1,-1,0,0,1,0,1,0,6,-0.6983
1175,2954,495,2,2,-1,1,0,0,0,0,1,6.5,-0.6983
1176,2954,495,3,3,-1,0,1,0,1,0,0,6,-0.6983
1177,2954,418,1,4,1,0,0,1,0,1,0,5.5,-0.9483
1178,2954,418,2,5,1,1,0,0,0,0,1,6,-0.9483
1179,2954,418,3,6,1,0,1,0,1,0,0,5.5,-0.9483
1180,2959,869,1,1,-1,0,0,1,0,1,0,6.5,0.0517
1181,2959,869,2,2,-1,1,0,0,0,0,1,6,0.0517
1182,2959,869,3,3,-1,0,1,0,1,0,0, ,0.0517
1183,2959,852,1,4,1,0,0,1,0,1,0,6,0.3017
1184,2959,852,2,5,1,1,0,0,0,0,1,6,0.3017
1185,2959,852,3,6,1,0,1,0,1,0,0,5.5,0.3017
1186,2991,674,1,1,-1,0,0,1,0,1,0,6.5,0.3017
1187,2991,674,2,2,-1,1,0,0,0,0,1,7,0.3017
1188,2991,674,3,3,-1,0,1,0,1,0,0, ,0.3017
1189,2991,837,1,4,1,0,0,1,0,1,0,7,-0.1983
1190,2991,837,2,5,1,1,0,0,0,0,1,7,-0.1983
1191,2991,837,3,6,1,0,1,0,1,0,0,7,-0.1983
1192,2995,648,1,1,-1,0,0,1,0,1,0,6,-0.4483
1193,2995,648,2,2,-1,1,0,0,0,0,1,6,-0.4483
1194,2995,648,3,3,-1,0,1,0,1,0,0, ,-0.4483
1195,2995,833,1,4,1,0,0,1,0,1,0,4,0.5517
1196,2995,833,2,5,1,1,0,0,0,0,1,5.5,0.5517
1197,2995,833,3,6,1,0,1,0,1,0,0, ,0.5517
1198,2999,618,1,1,-1,0,0,1,0,1,0,6.5,0.0517
1199,2999,618,2,2,-1,1,0,0,0,0,1,7,0.0517
1200,2999,618,3,3,-1,0,1,0,1,0,0, ,0.0517
1201,2999,75,1,4,1,0,0,1,0,1,0,6,0.0517
1202,2999,75,2,5,1,1,0,0,0,0,1,5.5,0.0517
1203,2999,75,3,6,1,0,1,0,1,0,0, ,0.0517
1204,3004,750,1,1,-1,0,0,1,0,1,0,3,0.5517
1205,3004,750,2,2,-1,1,0,0,0,0,1,3.5,0.5517
1206,3004,750,3,3,-1,0,1,0,1,0,0, ,0.5517
1207,3004,494,1,4,1,0,0,1,0,1,0,6,-0.4483
1208,3004,494,2,5,1,1,0,0,0,0,1,6,-0.4483
1209,3004,494,3,6,1,0,1,0,1,0,0, ,-0.4483
1210,3008,929,1,1,-1,0,0,1,0,1,0,6,0.5517
1211,3008,929,2,2,-1,1,0,0,0,0,1,6,0.5517
1212,3008,929,3,3,-1,0,1,0,1,0,0, ,0.5517
1213,3008,346,1,4,1,0,0,1,0,1,0,6,0.5517
1214,3008,346,2,5,1,1,0,0,0,0,1,6.5,0.5517
1215,3008,346,3,6,1,0,1,0,1,0,0, ,0.5517
1216,3032,913,1,1,-1,0,0,1,0,1,0,5,0.5517
1217,3032,913,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1218,3032,913,3,3,-1,0,1,0,1,0,0,6.5,0.5517
1219,3032,213,1,4,1,0,0,1,0,1,0,6,0.5517
1220,3032,213,2,5,1,1,0,0,0,0,1,5.5,0.5517
1221,3032,213,3,6,1,0,1,0,1,0,0,6,0.5517
1222,3034,530,1,1,-1,0,0,1,0,1,0,4,0.5517
1223,3034,530,2,2,-1,1,0,0,0,0,1,1,0.5517
1224,3034,530,3,3,-1,0,1,0,1,0,0,4.5,0.5517
1225,3034,843,1,4,1,0,0,1,0,1,0,6,0.3017
1226,3034,843,2,5,1,1,0,0,0,0,1,6,0.3017
1227,3034,843,3,6,1,0,1,0,1,0,0,6,0.3017
1228,3055,469,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1229,3055,469,2,2,-1,1,0,0,0,0,1,7,0.5517
