num,dyad,id,time,RM,party,timecontrast1_pre_post,timecontrast2_pre_followup,timecontrast3_post_pre,timecontrast4_post_followup,timecontrast5_followup_pre,timecontrast6_followup_post,IH,affiliation_C
1634,3941,580,2,5,1,1,0,0,0,0,1, ,0.5517
1635,3941,580,3,6,1,0,1,0,1,0,0,7,0.5517
1636,3961,466,1,1,-1,0,0,1,0,1,0,6,0.3017
1637,3961,466,2,2,-1,1,0,0,0,0,1,7,0.3017
1638,3961,466,3,3,-1,0,1,0,1,0,0,7,0.3017
1639,3961,82,1,4,1,0,0,1,0,1,0,6,0.0517
1640,3961,82,2,5,1,1,0,0,0,0,1,6.5,0.0517
1641,3961,82,3,6,1,0,1,0,1,0,0,6,0.0517
1642,3977,470,1,1,-1,0,0,1,0,1,0,5.5,-0.1983
1643,3977,470,2,2,-1,1,0,0,0,0,1,6,-0.1983
1644,3977,470,3,3,-1,0,1,0,1,0,0, ,-0.1983
1645,3977,29,1,4,1,0,0,1,0,1,0,5.5,0.0517
1646,3977,29,2,5,1,1,0,0,0,0,1,6,0.0517
1647,3977,29,3,6,1,0,1,0,1,0,0,6,0.0517
1648,3996,15,1,1,-1,0,0,1,0,1,0,4.5,0.5517
1649,3996,15,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1650,3996,15,3,3,-1,0,1,0,1,0,0, ,0.5517
1651,3996,123,1,4,1,0,0,1,0,1,0,6.5,0.218366667
1652,3996,123,2,5,1,1,0,0,0,0,1,7,0.218366667
1653,3996,123,3,6,1,0,1,0,1,0,0, ,0.218366667
1654,4004,336,1,1,-1,0,0,1,0,1,0,4,-1.4483
1655,4004,336,2,2,-1,1,0,0,0,0,1,5,-1.4483
1656,4004,336,3,3,-1,0,1,0,1,0,0, ,-1.4483
1657,4004,151,1,4,1,0,0,1,0,1,0,6,0.5517
1658,4004,151,2,5,1,1,0,0,0,0,1, ,0.5517
1659,4004,151,3,6,1,0,1,0,1,0,0, ,0.5517
1660,4019,786,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1661,4019,786,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1662,4019,786,3,3,-1,0,1,0,1,0,0,7,0.5517
1663,4019,378,1,4,1,0,0,1,0,1,0,7,0.0517
1664,4019,378,2,5,1,1,0,0,0,0,1,7,0.0517
1665,4019,378,3,6,1,0,1,0,1,0,0,6,0.0517
1666,4034,325,1,1,-1,0,0,1,0,1,0,6,-0.4483
1667,4034,325,2,2,-1,1,0,0,0,0,1,7,-0.4483
1668,4034,325,3,3,-1,0,1,0,1,0,0,6,-0.4483
1669,4034,848,1,4,1,0,0,1,0,1,0,4,-2.4483
1670,4034,848,2,5,1,1,0,0,0,0,1,4,-2.4483
1671,4034,848,3,6,1,0,1,0,1,0,0,4,-2.4483
1672,4035,126,1,1,-1,0,0,1,0,1,0,7,0.5517
1673,4035,126,2,2,-1,1,0,0,0,0,1,7,0.5517
1674,4035,126,3,3,-1,0,1,0,1,0,0, ,0.5517
1675,4035,276,1,4,1,0,0,1,0,1,0,4.5,-0.1983
1676,4035,276,2,5,1,1,0,0,0,0,1,6,-0.1983
1677,4035,276,3,6,1,0,1,0,1,0,0, ,-0.1983
1678,4042,187,1,1,-1,0,0,1,0,1,0,5.5,-1.4483
1679,4042,187,2,2,-1,1,0,0,0,0,1,5,-1.4483
1680,4042,187,3,3,-1,0,1,0,1,0,0,5.5,-1.4483
1681,4042,577,1,4,1,0,0,1,0,1,0,6.5,0.3017
1682,4042,577,2,5,1,1,0,0,0,0,1,7,0.3017
1683,4042,577,3,6,1,0,1,0,1,0,0,5.5,0.3017
1684,4051,129,1,1,-1,0,0,1,0,1,0,7,-1.9483
1685,4051,129,2,2,-1,1,0,0,0,0,1,4,-1.9483
1686,4051,129,3,3,-1,0,1,0,1,0,0, ,-1.9483
1687,4051,55,1,4,1,0,0,1,0,1,0,3,-2.1983
1688,4051,55,2,5,1,1,0,0,0,0,1,5.5,-2.1983
1689,4051,55,3,6,1,0,1,0,1,0,0, ,-2.1983
1690,4078,785,1,1,-1,0,0,1,0,1,0,4.5,-0.4483
1691,4078,785,2,2,-1,1,0,0,0,0,1,6.5,-0.4483
1692,4078,785,3,3,-1,0,1,0,1,0,0,5.5,-0.4483
1693,4078,175,1,4,1,0,0,1,0,1,0,5.5,0.5517
1694,4078,175,2,5,1,1,0,0,0,0,1,7,0.5517
1695,4078,175,3,6,1,0,1,0,1,0,0,7,0.5517
1696,4081,499,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1697,4081,499,2,2,-1,1,0,0,0,0,1,6,0.5517
1698,4081,499,3,3,-1,0,1,0,1,0,0,6,0.5517
1699,4081,652,1,4,1,0,0,1,0,1,0,5,0.5517
1700,4081,652,2,5,1,1,0,0,0,0,1,4.5,0.5517
1701,4081,652,3,6,1,0,1,0,1,0,0, ,0.5517
1702,4089,237,1,1,-1,0,0,1,0,1,0,6,0.5517
1703,4089,237,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1704,4089,237,3,3,-1,0,1,0,1,0,0, ,0.5517
1705,4089,897,1,4,1,0,0,1,0,1,0,5.5,0.5517
1706,4089,897,2,5,1,1,0,0,0,0,1,6.5,0.5517
1707,4089,897,3,6,1,0,1,0,1,0,0, ,0.5517
1708,4122,160,1,1,-1,0,0,1,0,1,0,5.5,0.0517
1709,4122,160,2,2,-1,1,0,0,0,0,1,5,0.0517
1710,4122,160,3,3,-1,0,1,0,1,0,0, ,0.0517
1711,4122,582,1,4,1,0,0,1,0,1,0,6.5,0.5517
1712,4122,582,2,5,1,1,0,0,0,0,1,6,0.5517
1713,4122,582,3,6,1,0,1,0,1,0,0, ,0.5517
1714,4143,735,1,1,-1,0,0,1,0,1,0,6,-0.4483
1715,4143,735,2,2,-1,1,0,0,0,0,1,6,-0.4483
1716,4143,735,3,3,-1,0,1,0,1,0,0,6,-0.4483
1717,4143,43,1,4,1,0,0,1,0,1,0,4.5,-0.4483
1718,4143,43,2,5,1,1,0,0,0,0,1,6,-0.4483
1719,4143,43,3,6,1,0,1,0,1,0,0,5,-0.4483
1720,4189,69,1,1,-1,0,0,1,0,1,0,6,-0.1983
1721,4189,69,2,2,-1,1,0,0,0,0,1,6,-0.1983
1722,4189,69,3,3,-1,0,1,0,1,0,0, ,-0.1983
1723,4189,23,1,4,1,0,0,1,0,1,0,4,-0.4483
1724,4189,23,2,5,1,1,0,0,0,0,1,4,-0.4483
1725,4189,23,3,6,1,0,1,0,1,0,0, ,-0.4483
1726,4196,41,1,1,-1,0,0,1,0,1,0,4.5,-0.4483
1727,4196,41,2,2,-1,1,0,0,0,0,1,5.5,-0.4483
1728,4196,41,3,3,-1,0,1,0,1,0,0,5.5,-0.4483
1729,4196,461,1,4,1,0,0,1,0,1,0,6,-0.1983
1730,4196,461,2,5,1,1,0,0,0,0,1,7,-0.1983
1731,4196,461,3,6,1,0,1,0,1,0,0,6,-0.1983
1732,4197,192,1,1,-1,0,0,1,0,1,0,6,0.3017
1733,4197,192,2,2,-1,1,0,0,0,0,1,6,0.3017
1734,4197,192,3,3,-1,0,1,0,1,0,0,6,0.3017
1735,4197,807,1,4,1,0,0,1,0,1,0,5.5,-0.1983
1736,4197,807,2,5,1,1,0,0,0,0,1,5.5,-0.1983
1737,4197,807,3,6,1,0,1,0,1,0,0,5,-0.1983
1738,4201,474,1,1,-1,0,0,1,0,1,0,5.5,-0.4483
1739,4201,474,2,2,-1,1,0,0,0,0,1,6,-0.4483
1740,4201,474,3,3,-1,0,1,0,1,0,0, ,-0.4483
1741,4201,388,1,4,1,0,0,1,0,1,0,4.5,0.3017
1742,4201,388,2,5,1,1,0,0,0,0,1,5,0.3017
1743,4201,388,3,6,1,0,1,0,1,0,0, ,0.3017
1744,4279,808,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1745,4279,808,2,2,-1,1,0,0,0,0,1,7,0.5517
1746,4279,808,3,3,-1,0,1,0,1,0,0, ,0.5517
1747,4330,153,1,1,-1,0,0,1,0,1,0,6,0.5517
1748,4330,153,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1749,4330,153,3,3,-1,0,1,0,1,0,0,6,0.5517
1750,4330,797,1,4,1,0,0,1,0,1,0,6,0.5517
1751,4330,797,2,5,1,1,0,0,0,0,1,6,0.5517
1752,4330,797,3,6,1,0,1,0,1,0,0, ,0.5517
1753,4338,863,1,1,-1,0,0,1,0,1,0,5.5,-0.4483
1754,4338,863,2,2,-1,1,0,0,0,0,1,4,-0.4483
1755,4338,863,3,3,-1,0,1,0,1,0,0,7,-0.4483
1756,4338,756,1,4,1,0,0,1,0,1,0,5.5,-2.114966667
1757,4338,756,2,5,1,1,0,0,0,0,1, ,-2.114966667
1758,4338,756,3,6,1,0,1,0,1,0,0, ,-2.114966667
1759,4347,548,1,1,-1,0,0,1,0,1,0,5,-1.781633333
1760,4347,548,2,2,-1,1,0,0,0,0,1,5,-1.781633333
1761,4347,548,3,3,-1,0,1,0,1,0,0, ,-1.781633333
1762,4347,220,1,4,1,0,0,1,0,1,0,6.5,-1.4483
1763,4347,220,2,5,1,1,0,0,0,0,1,6.5,-1.4483
1764,4347,220,3,6,1,0,1,0,1,0,0, ,-1.4483
1765,4351,798,1,1,-1,0,0,1,0,1,0,5,0.3017
1766,4351,798,2,2,-1,1,0,0,0,0,1,6,0.3017
1767,4351,798,3,3,-1,0,1,0,1,0,0,6,0.3017
1768,4351,514,1,4,1,0,0,1,0,1,0,6,0.5517
1769,4351,514,2,5,1,1,0,0,0,0,1,5,0.5517
1770,4351,514,3,6,1,0,1,0,1,0,0,5,0.5517
1771,4355,377,1,1,-1,0,0,1,0,1,0,7,0.5517
1772,4355,377,2,2,-1,1,0,0,0,0,1,7,0.5517
1773,4355,377,3,3,-1,0,1,0,1,0,0, ,0.5517
1774,4382,821,1,1,-1,0,0,1,0,1,0,6,0.3017
1775,4382,821,2,2,-1,1,0,0,0,0,1,6,0.3017
1776,4382,821,3,3,-1,0,1,0,1,0,0, ,0.3017
1777,4382,734,1,4,1,0,0,1,0,1,0,6,0.3017
1778,4382,734,2,5,1,1,0,0,0,0,1,6,0.3017
1779,4382,734,3,6,1,0,1,0,1,0,0, ,0.3017
1780,4430,671,1,1,-1,0,0,1,0,1,0,5.5,0.3017
1781,4430,671,2,2,-1,1,0,0,0,0,1,6,0.3017
1782,4430,671,3,3,-1,0,1,0,1,0,0,6,0.3017
1783,4430,404,1,4,1,0,0,1,0,1,0,5.5,0.5517
1784,4430,404,2,5,1,1,0,0,0,0,1,4,0.5517
1785,4430,404,3,6,1,0,1,0,1,0,0,5,0.5517
1786,4455,373,1,1,-1,0,0,1,0,1,0,6,0.5517
1787,4455,373,2,2,-1,1,0,0,0,0,1,7,0.5517
1788,4455,373,3,3,-1,0,1,0,1,0,0, ,0.5517
1789,4455,150,1,4,1,0,0,1,0,1,0,6.5,0.5517
1790,4455,150,2,5,1,1,0,0,0,0,1,6.5,0.5517
1791,4455,150,3,6,1,0,1,0,1,0,0, ,0.5517
1792,4457,124,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1793,4457,124,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1794,4457,124,3,3,-1,0,1,0,1,0,0, ,0.5517
1795,4457,214,1,4,1,0,0,1,0,1,0,5,0.0517
1796,4457,214,2,5,1,1,0,0,0,0,1,4,0.0517
1797,4457,214,3,6,1,0,1,0,1,0,0, ,0.0517
1798,4462,539,1,1,-1,0,0,1,0,1,0,4,-0.1983
1799,4462,539,2,2,-1,1,0,0,0,0,1,5,-0.1983
1800,4462,539,3,3,-1,0,1,0,1,0,0, ,-0.1983
1801,4462,528,1,4,1,0,0,1,0,1,0,5,0.5517
1802,4462,528,2,5,1,1,0,0,0,0,1,6,0.5517
1803,4462,528,3,6,1,0,1,0,1,0,0, ,0.5517
1804,4485,698,1,1,-1,0,0,1,0,1,0,4,-1.9483
1805,4485,698,2,2,-1,1,0,0,0,0,1,4,-1.9483
1806,4485,698,3,3,-1,0,1,0,1,0,0, ,-1.9483
1807,4485,722,1,4,1,0,0,1,0,1,0,4,0.0517
1808,4485,722,2,5,1,1,0,0,0,0,1,3,0.0517
1809,4485,722,3,6,1,0,1,0,1,0,0, ,0.0517
1810,4501,422,1,1,-1,0,0,1,0,1,0,6.5,-0.6983
1811,4501,422,2,2,-1,1,0,0,0,0,1,6.5,-0.6983
1812,4501,422,3,3,-1,0,1,0,1,0,0,6.5,-0.6983
1813,4501,676,1,4,1,0,0,1,0,1,0,7,0.5517
1814,4501,676,2,5,1,1,0,0,0,0,1,5.5,0.5517
1815,4501,676,3,6,1,0,1,0,1,0,0,7,0.5517
1816,4516,104,1,1,-1,0,0,1,0,1,0,6.5,0.5517
1817,4516,104,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1818,4516,104,3,3,-1,0,1,0,1,0,0, ,0.5517
1819,4541,850,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1820,4541,850,2,2,-1,1,0,0,0,0,1,7,0.5517
1821,4541,850,3,3,-1,0,1,0,1,0,0, ,0.5517
1822,4541,844,1,4,1,0,0,1,0,1,0,5.5,0.3017
1823,4541,844,2,5,1,1,0,0,0,0,1,6,0.3017
1824,4541,844,3,6,1,0,1,0,1,0,0, ,0.3017
1825,4547,820,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1826,4547,820,2,2,-1,1,0,0,0,0,1,6,0.5517
1827,4547,820,3,3,-1,0,1,0,1,0,0,4.5,0.5517
1828,4547,575,1,4,1,0,0,1,0,1,0,6,0.5517
1829,4547,575,2,5,1,1,0,0,0,0,1,7,0.5517
1830,4547,575,3,6,1,0,1,0,1,0,0,4.5,0.5517
1831,4587,883,1,1,-1,0,0,1,0,1,0,6.5,-0.1983
1832,4587,883,2,2,-1,1,0,0,0,0,1,7,-0.1983
1833,4587,883,3,3,-1,0,1,0,1,0,0, ,-0.1983
1834,4587,795,1,4,1,0,0,1,0,1,0,5.5,0.5517
1835,4587,795,2,5,1,1,0,0,0,0,1,6,0.5517
1836,4587,795,3,6,1,0,1,0,1,0,0,6.5,0.5517
1837,4609,642,1,1,-1,0,0,1,0,1,0,6,0.5517
1838,4609,642,2,2,-1,1,0,0,0,0,1,6.5,0.5517
1839,4609,642,3,3,-1,0,1,0,1,0,0,6.5,0.5517
1840,4609,121,1,4,1,0,0,1,0,1,0,5,0.5517
1841,4609,121,2,5,1,1,0,0,0,0,1,5.5,0.5517
1842,4609,121,3,6,1,0,1,0,1,0,0,5.5,0.5517
1843,4657,453,1,1,-1,0,0,1,0,1,0,6,0.5517
1844,4657,453,2,2,-1,1,0,0,0,0,1,6,0.5517
1845,4657,453,3,3,-1,0,1,0,1,0,0, ,0.5517
1846,4657,324,1,4,1,0,0,1,0,1,0,4.5,0.5517
1847,4657,324,2,5,1,1,0,0,0,0,1,5,0.5517
1848,4657,324,3,6,1,0,1,0,1,0,0, ,0.5517
1849,4666,385,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1850,4666,385,2,2,-1,1,0,0,0,0,1,6,0.5517
1851,4666,385,3,3,-1,0,1,0,1,0,0, ,0.5517
1852,4666,108,1,4,1,0,0,1,0,1,0,6,0.0517
1853,4666,108,2,5,1,1,0,0,0,0,1,7,0.0517
1854,4666,108,3,6,1,0,1,0,1,0,0, ,0.0517
1855,4678,612,1,1,-1,0,0,1,0,1,0,6,-1.6983
1856,4678,612,2,2,-1,1,0,0,0,0,1,6,-1.6983
1857,4678,612,3,3,-1,0,1,0,1,0,0,6,-1.6983
1858,4678,456,1,4,1,0,0,1,0,1,0,4,0.3017
1859,4678,456,2,5,1,1,0,0,0,0,1, ,0.3017
1860,4678,456,3,6,1,0,1,0,1,0,0, ,0.3017
1861,4694,242,1,1,-1,0,0,1,0,1,0,5.5,-2.4483
1862,4694,242,2,2,-1,1,0,0,0,0,1,4,-2.4483
1863,4694,242,3,3,-1,0,1,0,1,0,0, ,-2.4483
1864,4694,106,1,4,1,0,0,1,0,1,0,5.5,0.0517
1865,4694,106,2,5,1,1,0,0,0,0,1,6,0.0517
1866,4694,106,3,6,1,0,1,0,1,0,0, ,0.0517
1867,4741,758,1,1,-1,0,0,1,0,1,0,6,-0.4483
1868,4741,758,2,2,-1,1,0,0,0,0,1,6,-0.4483
1869,4741,758,3,3,-1,0,1,0,1,0,0,6,-0.4483
1870,4741,397,1,4,1,0,0,1,0,1,0,6,-1.4483
1871,4741,397,2,5,1,1,0,0,0,0,1,6.5,-1.4483
1872,4741,397,3,6,1,0,1,0,1,0,0,6,-1.4483
1873,4748,623,1,1,-1,0,0,1,0,1,0,5.5,0.5517
1874,4748,623,2,2,-1,1,0,0,0,0,1,6,0.5517
1875,4748,623,3,3,-1,0,1,0,1,0,0,6,0.5517
1876,4748,600,1,4,1,0,0,1,0,1,0,6,-0.9483
1877,4748,600,2,5,1,1,0,0,0,0,1,6,-0.9483
1878,4748,600,3,6,1,0,1,0,1,0,0,6,-0.9483
1879,4749,105,1,1,-1,0,0,1,0,1,0,6.5,-0.4483
1880,4749,105,2,2,-1,1,0,0,0,0,1,6,-0.4483
1881,4749,105,3,3,-1,0,1,0,1,0,0,6,-0.4483
1882,4749,627,1,4,1,0,0,1,0,1,0,6.5,-2.4483
1883,4749,627,2,5,1,1,0,0,0,0,1,5.5,-2.4483
1884,4749,627,3,6,1,0,1,0,1,0,0,5,-2.4483
1885,4750,33,1,1,-1,0,0,1,0,1,0,5.5,-1.6983
1886,4750,33,2,2,-1,1,0,0,0,0,1,5.5,-1.6983
1887,4750,33,3,3,-1,0,1,0,1,0,0, ,-1.6983
1888,4750,74,1,4,1,0,0,1,0,1,0,3,0.0517
1889,4750,74,2,5,1,1,0,0,0,0,1,5.5,0.0517
1890,4750,74,3,6,1,0,1,0,1,0,0, ,0.0517
1891,4785,787,1,1,-1,0,0,1,0,1,0,6,-0.9483
1892,4785,787,2,2,-1,1,0,0,0,0,1,6,-0.9483
1893,4785,787,3,3,-1,0,1,0,1,0,0, ,-0.9483
1894,4785,847,1,4,1,0,0,1,0,1,0,4,-1.9483
1895,4785,847,2,5,1,1,0,0,0,0,1,4,-1.9483
1896,4785,847,3,6,1,0,1,0,1,0,0, ,-1.9483
1897,4793,920,1,1,-1,0,0,1,0,1,0,5.5,0.0517
1898,4793,920,2,2,-1,1,0,0,0,0,1,6,0.0517
1899,4793,920,3,3,-1,0,1,0,1,0,0,6,0.0517
1900,4793,316,1,4,1,0,0,1,0,1,0,6.5,0.3017
1901,4793,316,2,5,1,1,0,0,0,0,1,7,0.3017
1902,4793,316,3,6,1,0,1,0,1,0,0,7,0.3017
1903,4815,7,1,1,-1,0,0,1,0,1,0,6,0.0517
1904,4815,7,2,2,-1,1,0,0,0,0,1,6,0.0517
1905,4815,7,3,3,-1,0,1,0,1,0,0,6,0.0517
1906,4815,144,1,4,1,0,0,1,0,1,0,5,0.0517
1907,4815,144,2,5,1,1,0,0,0,0,1,6,0.0517
1908,4815,144,3,6,1,0,1,0,1,0,0,7,0.0517
1909,4836,593,1,1,-1,0,0,1,0,1,0,6,-0.4483
1910,4836,593,2,2,-1,1,0,0,0,0,1,6.5,-0.4483
1911,4836,593,3,3,-1,0,1,0,1,0,0, ,-0.4483
1912,4836,792,1,4,1,0,0,1,0,1,0,5,-0.4483
1913,4836,792,2,5,1,1,0,0,0,0,1,6,-0.4483
1914,4836,792,3,6,1,0,1,0,1,0,0, ,-0.4483
1915,4848,411,1,1,-1,0,0,1,0,1,0,6,0.5517
1916,4848,411,2,2,-1,1,0,0,0,0,1,6,0.5517
1917,4848,411,3,3,-1,0,1,0,1,0,0,6.5,0.5517
1918,4848,62,1,4,1,0,0,1,0,1,0,4,-0.4483
1919,4848,62,2,5,1,1,0,0,0,0,1, ,-0.4483
1920,4848,62,3,6,1,0,1,0,1,0,0, ,-0.4483
1921,4872,458,1,1,-1,0,0,1,0,1,0,6,-0.1983
1922,4872,458,2,2,-1,1,0,0,0,0,1,6,-0.1983
1923,4872,458,3,3,-1,0,1,0,1,0,0,6,-0.1983
1924,4872,771,1,4,1,0,0,1,0,1,0,5.5,-1.4483
1925,4872,771,2,5,1,1,0,0,0,0,1, ,-1.4483
1926,4872,771,3,6,1,0,1,0,1,0,0, ,-1.4483
1927,4878,511,1,1,-1,0,0,1,0,1,0,6,0.5517
1928,4878,511,2,2,-1,1,0,0,0,0,1,7,0.5517
1929,4878,511,3,3,-1,0,1,0,1,0,0, ,0.5517
1930,4878,209,1,4,1,0,0,1,0,1,0,7,0.5517
1931,4878,209,2,5,1,1,0,0,0,0,1,7,0.5517
1932,4878,209,3,6,1,0,1,0,1,0,0, ,0.5517
1933,4917,251,1,1,-1,0,0,1,0,1,0,6,-0.6983
1934,4917,251,2,2,-1,1,0,0,0,0,1,6,-0.6983
1935,4917,251,3,3,-1,0,1,0,1,0,0,5.5,-0.6983
1936,4917,552,1,4,1,0,0,1,0,1,0,3.5,0.0517
1937,4917,552,2,5,1,1,0,0,0,0,1,4.5,0.0517
1938,4917,552,3,6,1,0,1,0,1,0,0,4.5,0.0517
1939,4921,270,1,1,-1,0,0,1,0,1,0,5.5,-1.4483
1940,4921,270,2,2,-1,1,0,0,0,0,1,6.5,-1.4483
1941,4921,270,3,3,-1,0,1,0,1,0,0, ,-1.4483
1942,4921,363,1,4,1,0,0,1,0,1,0,6,-0.4483
1943,4921,363,2,5,1,1,0,0,0,0,1,6,-0.4483
1944,4921,363,3,6,1,0,1,0,1,0,0, ,-0.4483
1945,4928,387,1,1,-1,0,0,1,0,1,0,7,0.3017
1946,4928,387,2,2,-1,1,0,0,0,0,1,6.5,0.3017
1947,4928,387,3,3,-1,0,1,0,1,0,0,5.5,0.3017
1948,4928,865,1,4,1,0,0,1,0,1,0,6.5,-2.6983
1949,4928,865,2,5,1,1,0,0,0,0,1,4,-2.6983
1950,4928,865,3,6,1,0,1,0,1,0,0,6.5,-2.6983
1951,4932,92,1,1,-1,0,0,1,0,1,0,4,-0.4483
1952,4932,92,2,2,-1,1,0,0,0,0,1,6,-0.4483
1953,4932,92,3,3,-1,0,1,0,1,0,0, ,-0.4483
1954,4932,122,1,4,1,0,0,1,0,1,0,3,0.5517
1955,4932,122,2,5,1,1,0,0,0,0,1, ,0.5517
1956,4932,122,3,6,1,0,1,0,1,0,0, ,0.5517
1957,4963,364,1,1,-1,0,0,1,0,1,0,6,-0.4483
1958,4963,364,2,2,-1,1,0,0,0,0,1,6,-0.4483
1959,4963,364,3,3,-1,0,1,0,1,0,0, ,-0.4483
1960,4963,182,1,4,1,0,0,1,0,1,0,7,0.3017
1961,4963,182,2,5,1,1,0,0,0,0,1,6,0.3017
1962,4963,182,3,6,1,0,1,0,1,0,0, ,0.3017
1963,4994,518,1,1,-1,0,0,1,0,1,0,4,0.5517
1964,4994,518,2,2,-1,1,0,0,0,0,1, ,0.5517
1965,4994,518,3,3,-1,0,1,0,1,0,0, ,0.5517
1966,4994,344,1,4,1,0,0,1,0,1,0,7,0.5517
1967,4994,344,2,5,1,1,0,0,0,0,1,6.5,0.5517
1968,4994,344,3,6,1,0,1,0,1,0,0,6.5,0.5517
1969,5024,547,1,4,1,0,0,1,0,1,0,4,0.3017
1970,5024,547,2,5,1,1,0,0,0,0,1,2.5,0.3017
1971,5024,547,3,6,1,0,1,0,1,0,0, ,0.3017
1972,5031,915,1,1,-1,0,0,1,0,1,0,5.5,0.0517
1973,5031,915,2,2,-1,1,0,0,0,0,1,6.5,0.0517
1974,5031,915,3,3,-1,0,1,0,1,0,0,6,0.0517
1975,5031,631,1,4,1,0,0,1,0,1,0,6.5,0.5517
1976,5031,631,2,5,1,1,0,0,0,0,1,7,0.5517
1977,5031,631,3,6,1,0,1,0,1,0,0, ,0.5517
1978,5037,235,1,1,-1,0,0,1,0,1,0,6,-1.9483
1979,5037,235,2,2,-1,1,0,0,0,0,1,6,-1.9483
1980,5037,235,3,3,-1,0,1,0,1,0,0, ,-1.9483
1981,5037,118,1,4,1,0,0,1,0,1,0,7,0.5517
1982,5037,118,2,5,1,1,0,0,0,0,1,6.5,0.5517
1983,5037,118,3,6,1,0,1,0,1,0,0, ,0.5517
1984,5045,25,1,4,1,0,0,1,0,1,0,6,-0.4483
1985,5045,25,2,5,1,1,0,0,0,0,1,5.5,-0.4483
1986,5045,25,3,6,1,0,1,0,1,0,0, ,-0.4483
1987,5077,697,1,1,-1,0,0,1,0,1,0,6,0.0517
1988,5077,697,2,2,-1,1,0,0,0,0,1,6.5,0.0517
1989,5077,697,3,3,-1,0,1,0,1,0,0,6,0.0517
1990,5077,248,1,4,1,0,0,1,0,1,0,5.5,0.5517
1991,5077,248,2,5,1,1,0,0,0,0,1,6.5,0.5517
1992,5077,248,3,6,1,0,1,0,1,0,0,5,0.5517
1993,5094,230,1,1,-1,0,0,1,0,1,0,5,0.5517
1994,5094,230,2,2,-1,1,0,0,0,0,1,5.5,0.5517
1995,5094,230,3,3,-1,0,1,0,1,0,0, ,0.5517
1996,5094,353,1,4,1,0,0,1,0,1,0,6.5,0.5517
1997,5094,353,2,5,1,1,0,0,0,0,1,6.5,0.5517
1998,5094,353,3,6,1,0,1,0,1,0,0, ,0.5517
1999,5096,319,1,1,-1,0,0,1,0,1,0,3,0.5517
2000,5096,319,2,2,-1,1,0,0,0,0,1,7,0.5517
2001,5096,319,3,3,-1,0,1,0,1,0,0, ,0.5517
2002,5096,595,1,4,1,0,0,1,0,1,0,3.5,0.5517
2003,5096,595,2,5,1,1,0,0,0,0,1,5.5,0.5517
2004,5096,595,3,6,1,0,1,0,1,0,0, ,0.5517
2005,5100,629,1,1,-1,0,0,1,0,1,0,5.5,0.5517
2006,5100,629,2,2,-1,1,0,0,0,0,1,6,0.5517
2007,5100,629,3,3,-1,0,1,0,1,0,0,6,0.5517
2008,5100,48,1,4,1,0,0,1,0,1,0,6,0.5517
2009,5100,48,2,5,1,1,0,0,0,0,1,6,0.5517
2010,5100,48,3,6,1,0,1,0,1,0,0, ,0.5517
2011,5129,163,1,1,-1,0,0,1,0,1,0,4,0.5517
2012,5129,163,2,2,-1,1,0,0,0,0,1,6.5,0.5517
2013,5129,163,3,3,-1,0,1,0,1,0,0,6.5,0.5517
2014,5129,8,1,4,1,0,0,1,0,1,0,5,0.3017
2015,5129,8,2,5,1,1,0,0,0,0,1,6.5,0.3017
2016,5129,8,3,6,1,0,1,0,1,0,0,5.5,0.3017
2017,5137,83,1,1,-1,0,0,1,0,1,0,6,-0.6983
2018,5137,83,2,2,-1,1,0,0,0,0,1,6,-0.6983
2019,5137,83,3,3,-1,0,1,0,1,0,0, ,-0.6983
2020,5137,356,1,4,1,0,0,1,0,1,0,6,0.5517
2021,5137,356,2,5,1,1,0,0,0,0,1,5.5,0.5517
2022,5137,356,3,6,1,0,1,0,1,0,0, ,0.5517
2023,5149,400,1,1,-1,0,0,1,0,1,0,5,0.5517
2024,5149,400,2,2,-1,1,0,0,0,0,1,6,0.5517
2025,5149,400,3,3,-1,0,1,0,1,0,0, ,0.5517
2026,5149,610,1,4,1,0,0,1,0,1,0,6,0.5517
2027,5149,610,2,5,1,1,0,0,0,0,1,6,0.5517
2028,5149,610,3,6,1,0,1,0,1,0,0,7,0.5517
2029,5160,602,1,1,-1,0,0,1,0,1,0,6,-0.9483
2030,5160,602,2,2,-1,1,0,0,0,0,1,7,-0.9483
2031,5160,602,3,3,-1,0,1,0,1,0,0,6.5,-0.9483
2032,5160,259,1,4,1,0,0,1,0,1,0,7,-0.1983
2033,5160,259,2,5,1,1,0,0,0,0,1,7,-0.1983
2034,5160,259,3,6,1,0,1,0,1,0,0,7,-0.1983
2035,5163,249,1,1,-1,0,0,1,0,1,0,6.5,0.5517
2036,5163,249,2,2,-1,1,0,0,0,0,1,7,0.5517
